customer_id,name,email,age,gender,country,city,device,acquisition_channel,loyalty_status
40,Ryan Nichols,boydnatalie@sanders.biz,69,Female,Canada,Brianshire,Tablet,Referral,New
41,Adam Roberson,ricardomoran@gmail.com,20,Male,Australia,Lake Robert,Mobile,Paid Ads,New
42,Jon Woods,nortonemily@yahoo.com,54,Male,India,Jesseland,Desktop,Organic,Returning
43,Brady Dixon,stephanie79@thomas.org,68,Male,Australia,Kristinland,Desktop,Social Media,Loyal
44,Erin Rivera,evan96@yahoo.com,24,Male,UK,Bryanfurt,Desktop,Referral,New
45,Jacob Farmer,jessica27@burch-jordan.com,38,Female,Canada,Richardsontown,Desktop,Email,New
46,Kenneth Carlson,hendersonbridget@yahoo.com,26,Male,Canada,Port Stephanie,Tablet,Organic,Returning
47,Madison Cole,cynthia67@gmail.com,56,Female,Canada,East Beverlyview,Mobile,Paid Ads,Returning
48,Michele Parker,oscarwilliams@cantrell-hayden.com,35,Female,Australia,West Ashleystad,Tablet,Referral,Loyal
49,Ana Russell MD,kimberlybrown@hotmail.com,21,Other,UK,New Davidside,Desktop,Paid Ads,Returning
50,Linda Wang,andrewhouse@gmail.com,42,Female,India,Ramoshaven,Tablet,Paid Ads,Loyal
51,Alexis Wilson,sarahweeks@price.org,31,Other,India,Kimberlyfort,Mobile,Social Media,New
52,Sarah Harrison,brycemorris@clark-bailey.org,67,Female,Australia,West Mary,Tablet,Social Media,New
53,Michael Baldwin,nguyenadam@garcia.com,26,Female,Canada,Michelleport,Mobile,Referral,Loyal
54,Kristie Lee,christopherjones@yahoo.com,43,Female,USA,North Douglas,Tablet,Email,Returning
55,Barbara Lucas DVM,heatherhensley@delgado.info,19,Other,Australia,North Judithland,Mobile,Referral,Loyal
56,Ralph Gallegos,matthew88@miller.biz,37,Other,Australia,Paynehaven,Mobile,Email,Returning
57,Jessica Floyd,hughestroy@patterson-davis.com,45,Male,UK,Maldonadostad,Desktop,Paid Ads,New
58,Brandon Liu,nicolesparks@gmail.com,64,Other,India,East Douglas,Mobile,Organic,Returning
59,Cameron Patrick,sharpkevin@russo-hernandez.com,24,Other,Australia,South Gabriel,Desktop,Referral,Loyal
60,Ricardo Sheppard,dean69@hotmail.com,61,Other,Australia,Vanessahaven,Desktop,Referral,Loyal
61,Penny Gamble,jasonbaker@welch.com,25,Other,Canada,Morganton,Desktop,Email,New
62,Jennifer Jones,isilva@yahoo.com,64,Male,Canada,Johnsonfurt,Tablet,Paid Ads,Returning
63,Kendra Newman,rhicks@atkins.info,52,Other,USA,New Jesseberg,Tablet,Paid Ads,Returning
64,Christopher Underwood,richardramirez@kerr-lee.com,31,Female,UK,Lake Frederick,Tablet,Email,Returning
65,Megan Yang,victoriafowler@anderson.biz,34,Female,USA,Lake Scottburgh,Tablet,Paid Ads,New
66,Frederick Hill,hernandezemily@vance-montes.com,53,Other,Canada,New Amyside,Mobile,Social Media,Returning
67,Micheal Hamilton,dawnwhitaker@yahoo.com,67,Other,India,North Kimberly,Mobile,Organic,Loyal
68,Amy Booth,margaretrios@gmail.com,57,Female,Canada,Charleston,Tablet,Referral,Returning
69,William Williams,eric65@gmail.com,21,Female,UK,Port Robinmouth,Mobile,Organic,New
70,Barbara Burns,jmiller@hotmail.com,19,Male,Canada,Carolville,Mobile,Referral,Returning
71,Theresa Sanchez,award@yahoo.com,23,Female,UK,Lake Manuel,Desktop,Social Media,Returning
72,Jamie Robinson,jeffreymyers@gmail.com,59,Female,UK,Teresaberg,Desktop,Paid Ads,Loyal
73,Jill Johnson,jamesmorton@rubio.com,21,Other,UK,Torresfurt,Desktop,Email,Returning
74,Steven Williams,sandraphillips@porter.biz,46,Female,UK,Campbelltown,Desktop,Social Media,Loyal
75,Allison Sharp,bakeralyssa@gmail.com,35,Male,UK,New Diana,Mobile,Organic,Loyal
76,Patricia Hughes,sandrawilliams@bowman.com,43,Female,India,Lake Bradleyview,Tablet,Email,New
77,Wendy Shelton,fmcdonald@gmail.com,61,Other,USA,North Ryan,Mobile,Paid Ads,Loyal
78,Victoria Bradley,kathleenmedina@hotmail.com,51,Other,Australia,Rogerfurt,Mobile,Social Media,Loyal
79,George Crawford,david20@mcdonald-levy.org,27,Female,USA,South Johnmouth,Mobile,Email,New
80,Rebecca Snow,kkelly@smith-taylor.com,53,Other,UK,Edwinhaven,Desktop,Social Media,Loyal
81,Marcia Weber,rhondaward@dixon.com,31,Male,India,Luceroshire,Desktop,Social Media,New
82,William Hernandez,wheelereric@yahoo.com,48,Male,Canada,Michaelbury,Desktop,Paid Ads,Returning
83,Jonathan Lopez,chungtheresa@yahoo.com,65,Female,India,South James,Tablet,Referral,New
84,Steven Lopez,jacksonroger@jones.com,32,Female,UK,Cameronmouth,Mobile,Email,Loyal
85,Elijah Foster,brandy28@hotmail.com,25,Female,India,Kristenton,Tablet,Paid Ads,New
86,Rachel Simmons,yhorn@yahoo.com,31,Other,India,Taylormouth,Desktop,Social Media,Loyal
87,Stephanie Terry,christine07@miranda.com,40,Male,UK,New Grantville,Tablet,Paid Ads,Returning
88,John Ray,pamela13@hotmail.com,57,Male,India,Port Yolandafort,Mobile,Referral,New
89,Tracey Gonzalez,tlee@contreras.org,38,Other,Australia,Adamport,Mobile,Email,Returning
90,Beverly Lawrence,heatherjohnson@yahoo.com,33,Male,Australia,Tonyhaven,Desktop,Referral,Loyal
91,Jack Rodriguez,wjackson@hotmail.com,62,Female,India,Santanamouth,Desktop,Organic,Loyal
92,Amanda Pittman,flowersjames@mercado.info,35,Female,Canada,East John,Tablet,Email,Returning
93,Tammy Cain,vincentcameron@bauer-lewis.net,64,Female,UK,North Nicholas,Desktop,Referral,New
94,Ann Evans,foxcarl@carr.net,41,Male,Australia,Erinshire,Desktop,Social Media,New
95,Jennifer Williams,kathleenwilson@anderson.org,43,Female,Canada,Stoneview,Mobile,Email,Loyal
96,Morgan Cannon,brianmelton@yahoo.com,42,Other,India,Contrerasberg,Desktop,Email,Returning
97,Megan Galloway,lisanguyen@johnson.info,62,Other,Canada,Santiagochester,Desktop,Paid Ads,Returning
98,Victor Kaufman,paulcastillo@yahoo.com,58,Male,USA,North Vernon,Mobile,Social Media,New
99,Justin Horn,jamespadilla@jones.com,46,Other,Australia,Port Robert,Mobile,Organic,New
100,Daniel Rivas,ssnyder@gmail.com,32,Other,India,Scottbury,Tablet,Referral,New
101,Molly Edwards,kellybell@yahoo.com,62,Male,UK,South Darren,Desktop,Paid Ads,Returning
102,Kelly Larson,jonessarah@yahoo.com,18,Female,India,Taylorton,Mobile,Referral,New
103,Alexis Taylor,lreid@hotmail.com,42,Female,UK,Campbellton,Tablet,Organic,New
104,Kathryn Evans,mariah09@gmail.com,24,Female,India,South Michael,Tablet,Organic,Loyal
105,Jose Ford,johngreen@gmail.com,26,Male,Canada,Jordanshire,Desktop,Email,New
106,Thomas Hancock,karen55@hughes-davis.com,41,Other,Canada,Bowenfort,Desktop,Organic,New
107,Valerie Torres,taylorcharles@yahoo.com,18,Female,Canada,Markstad,Tablet,Referral,Returning
108,Melissa Mitchell,christophernguyen@ramos-nelson.org,61,Female,USA,Port William,Mobile,Social Media,Returning
109,Matthew Gonzalez,prestonpotter@gmail.com,25,Male,UK,Lindashire,Tablet,Social Media,Loyal
110,Jennifer Rojas,deborahhicks@gmail.com,41,Female,Canada,Donnaside,Desktop,Email,New
111,Renee Lloyd,cstanley@walsh-mathews.com,28,Male,USA,West Carriechester,Mobile,Referral,Loyal
112,Rhonda Townsend,thomasbrown@santiago-chapman.com,68,Other,UK,Michaelashire,Mobile,Referral,Returning
113,Tyler Padilla,williamwatts@hotmail.com,34,Male,India,Jenningsberg,Tablet,Organic,Loyal
114,Julia Silva,williamsdennis@gmail.com,25,Male,USA,Butlerbury,Desktop,Referral,Returning
115,Ronnie Whitehead,thill@eaton.com,52,Male,Australia,Amyberg,Tablet,Paid Ads,Loyal
116,Scott Moon,brandoncooper@cruz.com,52,Male,USA,Michelleborough,Tablet,Organic,Loyal
117,Joel Lee,wjackson@gmail.com,50,Other,USA,Port Ashleyfort,Tablet,Paid Ads,New
118,Angela Higgins,fford@king.info,22,Other,UK,New Patrickburgh,Mobile,Email,Loyal
119,Thomas Hernandez,lisajohnson@gmail.com,59,Female,India,East Josephshire,Mobile,Social Media,New
120,Tammy Andrews,ericrivera@hotmail.com,56,Other,Australia,Jonathanview,Desktop,Email,New
121,Melissa Robles,lperry@hotmail.com,58,Other,Canada,Tonyafort,Desktop,Social Media,New
122,David Jones,munozdenise@gmail.com,45,Female,Canada,East Jenniferchester,Tablet,Email,New
123,Ryan Davis,timothywiley@hotmail.com,24,Other,USA,Simpsonport,Tablet,Referral,Loyal
124,Sydney Ellis,hughescraig@davis-mccormick.com,26,Male,UK,Martinport,Tablet,Paid Ads,Returning
125,Carrie Nguyen,kelliedavis@gmail.com,25,Male,UK,Smithhaven,Desktop,Social Media,Returning
126,Dr. Michael Woods,bmcclain@hotmail.com,29,Female,Canada,Lake Ann,Mobile,Organic,Returning
127,Christopher Lynn,bryan93@yahoo.com,51,Female,Australia,West Elizabeth,Mobile,Paid Ads,Loyal
128,Collin Rodriguez,eatkins@anderson.org,50,Female,India,Ronaldhaven,Tablet,Organic,New
129,Deborah Robinson,taylordebbie@johnson.com,65,Male,Australia,Port Richard,Tablet,Paid Ads,Returning
130,Sarah Wallace,amartinez@yahoo.com,40,Other,India,Elizabethchester,Tablet,Paid Ads,Loyal
131,Phillip Robinson,amanda29@yahoo.com,41,Male,Canada,West Marissafort,Tablet,Email,New
132,Anita Lowery,udavenport@yahoo.com,54,Female,India,Youngborough,Desktop,Social Media,Returning
133,William Jones,shaffermelvin@bartlett.com,52,Other,UK,Andrewmouth,Mobile,Social Media,New
134,Rhonda Morris,johnsonrick@valentine-velasquez.com,61,Other,USA,North Brandonland,Tablet,Paid Ads,Returning
135,Brianna Baldwin,xbrown@johnson.net,57,Male,USA,South Adamville,Desktop,Referral,Returning
136,Jennifer Johnson,davidfarmer@yahoo.com,39,Female,Canada,North Daniel,Tablet,Referral,Returning
137,Corey Brown,traceybean@gmail.com,44,Male,UK,Harrellberg,Tablet,Organic,New
138,Tim Estrada,vchristian@yahoo.com,52,Other,Australia,Richardsonview,Mobile,Organic,Loyal
139,Antonio Morales,vnelson@hotmail.com,18,Male,UK,Brownport,Tablet,Email,New
140,Sarah Myers,csullivan@schroeder.com,52,Male,USA,East Robertmouth,Mobile,Paid Ads,Returning
141,Wendy Wilson,jeffrey55@hotmail.com,54,Female,USA,Gonzalesville,Mobile,Organic,New
142,Douglas Hart,samueljohnson@jones.com,64,Female,UK,Lake Roberttown,Mobile,Organic,Loyal
143,Samantha Cummings,paulschmidt@yahoo.com,31,Other,UK,Brianaview,Desktop,Paid Ads,New
144,Kristie Bell,marygarcia@hotmail.com,20,Male,USA,West Tammy,Desktop,Email,Loyal
145,Lacey Turner,dgomez@wood.com,18,Male,Australia,South Johnchester,Mobile,Organic,Loyal
146,Amy Taylor,natashalynch@hotmail.com,22,Male,Canada,Hollystad,Tablet,Email,New
147,Pamela Moore,djones@guerra-jones.com,43,Other,Canada,Amandamouth,Mobile,Social Media,Returning
148,Jennifer Rojas MD,joseph47@hill.net,31,Other,UK,Atkinsonmouth,Tablet,Email,Loyal
149,Kenneth Rivas,lperez@hotmail.com,56,Female,Canada,New Jessicaside,Mobile,Referral,New
150,Joseph Chavez,fowlerjeffrey@yahoo.com,44,Female,USA,West Jeremy,Tablet,Referral,Loyal
151,Jasmine Hughes,brownaustin@hotmail.com,26,Female,USA,Lake Alexander,Desktop,Email,Returning
152,Brittany Martin,kelsey41@wilson.com,32,Male,UK,Chadborough,Tablet,Referral,New
153,Stefanie Romero,imoore@gmail.com,32,Male,UK,West Jessica,Mobile,Social Media,New
154,Karen Barnes,alyssacopeland@lee-morris.com,43,Female,UK,Lake Matthewtown,Desktop,Paid Ads,New
155,Dr. Jason Robinson IV,alisonmorris@yahoo.com,59,Male,Australia,Bethfort,Tablet,Referral,Returning
156,Michael Gomez,john44@perez-long.com,30,Female,Canada,Colleenville,Tablet,Referral,Loyal
157,Crystal Russell,lawrence45@gonzalez.com,68,Other,UK,Lake Cassandra,Tablet,Email,New
158,Andrew Kerr,twilliams@gmail.com,49,Female,India,Ayalaside,Tablet,Social Media,Loyal
159,Randy Schultz,gibbskelly@miller-gutierrez.com,56,Other,India,Antonioshire,Tablet,Paid Ads,Loyal
160,Alexis Bennett,utownsend@burton.biz,66,Male,USA,South Theresamouth,Desktop,Email,Returning
161,Nancy Dennis,rileychristine@bowers.net,69,Female,Canada,Port Mark,Desktop,Email,New
162,Jared Barber,matthewmoore@gmail.com,49,Male,UK,Christensenmouth,Desktop,Social Media,Loyal
163,Mark Cain,badkins@yahoo.com,21,Other,India,North Bruce,Desktop,Paid Ads,New
164,Cassandra Kaiser,bcochran@gmail.com,47,Other,Canada,Medinamouth,Mobile,Social Media,New
165,Aaron Lane,william83@henson-frazier.info,54,Other,USA,North Laura,Desktop,Paid Ads,Returning
166,James Smith,vcampbell@gmail.com,40,Male,Australia,West Maryhaven,Tablet,Social Media,New
167,Ian Ramirez,turnerheather@franco-smith.com,56,Male,Canada,Ortizside,Tablet,Email,New
168,Derek Farmer,mdavis@yahoo.com,62,Male,Canada,Reevesfurt,Desktop,Email,Loyal
169,Gerald Ortiz,jamie69@hotmail.com,32,Male,Australia,Christopherhaven,Tablet,Organic,Returning
170,Jessica Baker,ericmack@collins-wright.com,60,Other,Canada,Paulaborough,Desktop,Referral,New
171,Anthony Morgan MD,samanthabrown@johnson.com,46,Other,USA,Joehaven,Tablet,Social Media,Loyal
172,Michael Mullen,leecassandra@hotmail.com,53,Female,USA,Stevenville,Mobile,Organic,Returning
173,Christina Foster,kim59@townsend-gregory.biz,30,Female,Australia,East Michelle,Mobile,Referral,Returning
174,Amy Gonzalez,moranmichael@galvan-howe.com,49,Male,UK,Johnsonberg,Desktop,Social Media,Loyal
175,Kevin Walker,mackenzie17@gmail.com,24,Other,India,Hullstad,Desktop,Paid Ads,Loyal
176,Carol Kramer,tony44@moore.com,68,Other,UK,Clarkborough,Desktop,Referral,Loyal
177,Cynthia Bennett,isaac64@hotmail.com,39,Other,Canada,Lake Brianstad,Tablet,Email,Loyal
178,Joseph Fuentes,howardmiller@hotmail.com,45,Female,India,Hilltown,Desktop,Organic,Loyal
179,Brittany Reyes,laura55@johnson.com,19,Female,Australia,Smithview,Mobile,Referral,New
180,Stacey Chambers,hlowe@yahoo.com,59,Other,Australia,East Kristine,Tablet,Referral,New
181,Richard Webster,ojohnson@gmail.com,62,Other,India,Joshuafurt,Desktop,Email,Returning
182,Jacqueline Mitchell,stephengarcia@yahoo.com,23,Other,USA,Jenningsborough,Tablet,Social Media,New
183,Angela Lewis,christopher54@hotmail.com,45,Female,India,North Kaitlynfurt,Tablet,Paid Ads,New
184,Brandi Scott,blackmatthew@gmail.com,45,Other,Canada,Port Melindafurt,Desktop,Email,New
185,Taylor Martinez,bennettmariah@yahoo.com,61,Other,USA,New Jeff,Tablet,Paid Ads,Loyal
186,Willie Davis,benjaminrodriguez@garcia.com,61,Male,Australia,New Casey,Mobile,Social Media,Returning
187,Jonathan Gonzalez,brownjason@hotmail.com,37,Male,India,Jacksonland,Mobile,Referral,Returning
188,Margaret Mccormick,dawn40@palmer.info,47,Female,UK,Jensenbury,Tablet,Paid Ads,Returning
189,Daniel Kennedy,candace54@nichols.com,28,Other,UK,Thomasville,Desktop,Organic,Returning
190,Kelly Salazar,rhondamitchell@scott-taylor.com,45,Other,Canada,Port Latasha,Tablet,Organic,New
191,Matthew Jackson,tmeyer@harvey.com,42,Male,UK,West Meganmouth,Mobile,Email,New
192,Andrew Tucker,taylorcolleen@brown-miller.com,56,Female,India,Lake Brent,Tablet,Social Media,Loyal
193,Amanda Guzman,sheltonchristine@waller.biz,50,Male,India,Lake Reneeport,Tablet,Email,Returning
194,John Bernard,wendy81@lowe.com,18,Male,UK,Port Anthonyside,Mobile,Email,New
195,Donna Smith,randycarpenter@young.com,44,Male,India,Dorisbury,Tablet,Email,New
196,Stephen Kennedy,terri43@hubbard.com,69,Male,Canada,New Stefanie,Tablet,Organic,Loyal
197,Pamela Williams,thompsondarryl@gmail.com,30,Other,USA,Port Timothyfurt,Desktop,Organic,Loyal
198,Laurie Jones,hallmichelle@krause-diaz.com,58,Other,Canada,Tanyaton,Desktop,Email,Loyal
199,Christopher Garcia,chenmichael@harris-turner.info,20,Male,Canada,Port Brettmouth,Mobile,Organic,New
200,Amy Nicholson,vargaselizabeth@blanchard.com,56,Female,India,West Denisechester,Mobile,Social Media,New
201,Tammy Reyes,durankevin@rowe-phillips.net,23,Female,USA,Richardville,Mobile,Email,Loyal
202,Brian Kane,cannondarrell@wheeler.biz,25,Female,India,New Anthonyfort,Desktop,Organic,Returning
203,Christine Fischer,obrown@lewis.com,44,Female,Australia,Smithton,Mobile,Paid Ads,Loyal
204,Nicole Hayes,kevinkelly@vasquez-mccoy.com,26,Male,India,New Nicolestad,Mobile,Email,Loyal
205,Daniel Allen,smithtodd@hotmail.com,54,Other,India,New John,Mobile,Email,Loyal
206,Anthony Schroeder,glenngriffin@yahoo.com,50,Female,India,Lake Meganland,Desktop,Social Media,Loyal
207,Matthew Diaz,shaun44@ortega-alvarez.com,68,Male,USA,West Charles,Tablet,Referral,New
208,Raymond Casey,jose09@cruz.biz,59,Female,India,Lake Jasonland,Mobile,Referral,Returning
209,Larry Hess,fbriggs@hotmail.com,61,Female,USA,South Johnfort,Tablet,Social Media,Loyal
210,Justin Decker,wayne43@sharp-thompson.com,41,Male,UK,South Wayneberg,Mobile,Social Media,Returning
211,Daniel Jimenez,jamesbrown@yahoo.com,32,Other,Australia,Changport,Tablet,Social Media,Returning
212,Lacey Allen,webblucas@hoffman.info,49,Other,USA,Dickersonshire,Desktop,Referral,Returning
213,Robin Morgan,xjoyce@gmail.com,49,Male,UK,Powellmouth,Desktop,Social Media,Loyal
214,Harold Hernandez,sullivanian@yahoo.com,41,Other,USA,Meadowsmouth,Mobile,Organic,New
215,Steven Johnson,melanie05@parker.com,58,Male,USA,East Charlesland,Tablet,Email,Loyal
216,Bryan Dawson,michael28@gmail.com,69,Male,Australia,Osborneborough,Desktop,Email,Returning
217,David Jimenez,tbowen@gmail.com,66,Male,Canada,Salasmouth,Mobile,Paid Ads,Returning
218,Diamond Weber,pedroowens@yahoo.com,66,Other,Canada,Martinezfort,Mobile,Paid Ads,New
219,Taylor Le DDS,shelleyanderson@hotmail.com,69,Male,USA,Hendersonshire,Desktop,Email,Loyal
220,Anne Ryan,rmccullough@garcia.com,29,Female,India,New Linda,Desktop,Organic,Returning
221,Stacie Miller,kayleeblevins@brown.com,56,Other,UK,West Angela,Mobile,Referral,New
222,Sarah Francis,knoxkarl@perez-mitchell.com,19,Other,India,Tonymouth,Tablet,Referral,Returning
223,Michelle Mitchell,pjones@chen.com,20,Other,India,Jonesshire,Tablet,Organic,New
224,Theresa Moreno,juanmarquez@ramos.biz,66,Other,USA,Dennismouth,Tablet,Referral,New
225,Javier Sweeney,rodney12@hotmail.com,54,Female,USA,East Terristad,Mobile,Social Media,Loyal
226,Megan Martin,oflores@johns.biz,66,Other,USA,Barryview,Desktop,Email,Returning
227,Sandra James,nicole66@matthews-schwartz.com,34,Other,USA,Lake Lorihaven,Mobile,Email,Loyal
228,Autumn Owens,erinanderson@garcia.biz,66,Male,Canada,New Justin,Desktop,Organic,Returning
229,Erik Golden,scottalison@morgan.info,19,Other,USA,Ronniefurt,Tablet,Referral,Loyal
230,Victor Hill,bguerrero@gmail.com,19,Female,Canada,West Wesley,Tablet,Paid Ads,Returning
231,Tammy Harris,mbrown@acosta.com,45,Female,Canada,Mayerstad,Desktop,Paid Ads,Loyal
232,Michael Villegas,mitchellemily@gmail.com,40,Female,USA,New Arthur,Desktop,Referral,New
233,Jeffrey Preston,sbell@valenzuela.com,54,Female,Australia,Zacharystad,Mobile,Paid Ads,Returning
234,Jill Cruz,suzannedominguez@gmail.com,49,Other,UK,East Davidfort,Tablet,Organic,Returning
235,Jason Knight,abigail30@moses.com,50,Other,India,East Joshualand,Mobile,Organic,New
236,Kimberly Acevedo,vaughnheather@arellano.com,18,Female,Canada,Port Susanchester,Mobile,Referral,Loyal
237,Courtney Moore,lisarusso@powers-miller.com,36,Female,UK,Kelseyland,Mobile,Paid Ads,Returning
238,Mark Austin,ymayer@mccormick.org,19,Other,Australia,Williamsmouth,Tablet,Organic,Returning
239,Dillon Hawkins,qcallahan@johnson.com,61,Female,India,Lindamouth,Mobile,Organic,Loyal
240,Gabriel Hill,davidtorres@yahoo.com,43,Male,India,West Paulside,Mobile,Social Media,New
241,Victor Cardenas,joneschristopher@yahoo.com,49,Female,Canada,Whitetown,Mobile,Social Media,Loyal
242,Jennifer Barajas,lparsons@lee-bartlett.com,23,Female,USA,Foxton,Mobile,Organic,Loyal
243,Adam Hunt,davisrachel@burgess.com,49,Male,Australia,East Cassie,Mobile,Referral,Loyal
244,Whitney Huff,ldurham@moore.com,21,Male,Canada,East Georgetown,Mobile,Email,Returning
245,Kimberly Ward,patrick83@hotmail.com,28,Other,Australia,Port Joshua,Tablet,Email,New
246,Lawrence Cox,rgarrett@parsons.com,34,Other,USA,Gregoryberg,Mobile,Organic,New
247,Karen Madden,fgregory@hotmail.com,55,Male,USA,Alexanderton,Desktop,Organic,Loyal
248,Brandon Espinoza,debbieibarra@clark.info,41,Male,Canada,Lopezfort,Mobile,Organic,Returning
249,Brian Carlson,william06@cross-sanchez.com,22,Other,USA,Lake Jason,Mobile,Referral,Loyal
250,Dr. Nicholas Stokes DDS,scottsmith@jones.com,69,Female,UK,Lake Joyce,Tablet,Social Media,Returning
251,Emily Potter,deborah55@rios-wang.com,51,Male,India,Port Iantown,Tablet,Organic,Returning
252,Sean Brown,brookemoreno@hotmail.com,23,Other,Canada,West Stevenport,Desktop,Organic,Returning
253,Christopher Walker,laurenbrown@gmail.com,39,Female,Australia,South Amberton,Desktop,Paid Ads,Returning
254,Victor Parrish,carolbutler@gmail.com,28,Male,UK,Jerryland,Tablet,Referral,New
255,Christopher Smith,zherrera@yahoo.com,65,Female,Canada,Riggsmouth,Tablet,Organic,Returning
256,Kim Manning,taylor96@hotmail.com,33,Other,USA,Holmesport,Mobile,Paid Ads,Returning
257,Victoria Jackson,oliviafrench@perez.org,50,Male,USA,New Andrew,Tablet,Email,Loyal
258,Luke Rogers,richard26@walker-dawson.biz,26,Female,USA,Vickifort,Desktop,Organic,Loyal
259,John Kelly,frank81@hotmail.com,23,Male,USA,Cookchester,Mobile,Organic,New
260,Jose Morrison,franklinmisty@hotmail.com,33,Female,Australia,Lake Sarahbury,Desktop,Paid Ads,Loyal
261,Tamara Leon,dabbott@yahoo.com,46,Other,UK,Jimenezport,Mobile,Referral,Returning
262,Samantha Campbell,hannahhenry@rodgers.info,20,Other,India,Chelseaview,Tablet,Organic,Loyal
263,Michelle Adams,mitchellkyle@hotmail.com,37,Male,Australia,North Markshire,Desktop,Email,New
264,Jonathan Martin,wgilbert@gross.com,53,Female,Australia,Amandafurt,Mobile,Organic,Loyal
265,Wanda Hancock,manuel32@yahoo.com,36,Male,India,Courtneyfort,Mobile,Email,Loyal
266,Anna Salas,zmartinez@smith.info,43,Male,India,Kaylabury,Tablet,Social Media,New
267,Jamie Robinson,iroach@gmail.com,20,Female,USA,Lake Kendra,Tablet,Social Media,New
268,Justin Kim,calderonsandra@hotmail.com,36,Female,Australia,East Juan,Tablet,Email,Returning
269,Christopher George,gutierrezamy@yahoo.com,37,Female,Canada,Lake Beth,Desktop,Referral,Loyal
270,Joshua Jackson,amerritt@taylor-thompson.net,49,Other,India,Lake Thomas,Mobile,Organic,Returning
